filename, freshripe, freshunripe, overripe, ripe, rotten, unripe
musa-acuminata-rotten-ba2436d8-1d0a-11ec-a5a5-d8c4975e38aa_jpg.rf.981633cd7632ed9d0df9dd32bbefd6af.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-ripe-97764e54-1d0a-11ec-acb1-d8c4975e38aa_jpg.rf.97443bcb6e0797bbbfa057ac4bf9e027.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-banana-979127cf-394a-11ec-9995-d8c4975e38aa_jpg.rf.97d80390d83c02d5c078084b37630cd6.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-rotten-bb486495-1d0a-11ec-90c3-d8c4975e38aa_jpg.rf.981594ffab51238592ef2c27865690bd.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshripe-4da77ff0-2653-11ec-bd71-d8c4975e38aa_jpg.rf.97ea3d91a7b2a000eacf47428e5c485a.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-freshripe-7b84cc46-1d0a-11ec-9515-d8c4975e38aa_jpg.rf.98190d7c40371d1713f875dbebe6460c.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-b6b1a68b-4037-11ec-b67c-94b86d66fd1d_jpg.rf.97b694c12f1a467fa9a100c7387e3fa3.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-91aca832-394a-11ec-9a88-d8c4975e38aa_jpg.rf.98367bbf26b656c017030b8726a68013.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-ce3ad855-394a-11ec-af62-d8c4975e38aa_jpg.rf.9858c130ee85ae9fa7747fdeef643623.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-overripe-7b96154b-2653-11ec-be56-d8c4975e38aa_jpg.rf.98638d73458a9d967e69420bb5fb220f.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-unripe-909756e4-1d0a-11ec-8f36-d8c4975e38aa-1-_jpg.rf.989fa8168089b6263a52e6ba57f343bd.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-ripe-9516886f-1d0a-11ec-a056-d8c4975e38aa_jpg.rf.9871f41cd82e28bf9c8982fda22e186c.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-86ab33b0-2653-11ec-8315-d8c4975e38aa_jpg.rf.9840b537a3d343979eb82a1bab0caeb1.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-821fe848-2653-11ec-8cc0-d8c4975e38aa_jpg.rf.992e20e2b1dc29ca315788b04a37b4dd.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-b81e0b2a-1d0a-11ec-bb29-d8c4975e38aa_jpg.rf.995ca790c38ede98d70d6fdc6b9b5a1d.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-a20ea470-1d0a-11ec-8479-d8c4975e38aa_jpg.rf.992e825e73e16e8cca4b51622d5726d2.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshripe-4b93ff3c-2653-11ec-9604-d8c4975e38aa_jpg.rf.98e556d5b1d51d90131e6a235ecda21f.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-freshunripe-2782a015-2653-11ec-af77-d8c4975e38aa_jpg.rf.98b5e15ef587d84ff766ea2d04230cf8.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-c49f95a2-394a-11ec-9bc4-d8c4975e38aa_jpg.rf.98e6e1aaeb80a64a5bbbebd4dca7ed8b.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-b0624d3a-394a-11ec-9ad1-d8c4975e38aa_jpg.rf.991d0d6bec4e8e27c1f4124cc49cd3fe.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-a84200a7-1d0a-11ec-b36e-d8c4975e38aa_jpg.rf.987d100025962ecc2d42bb8c966a1489.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-bf3d062f-394a-11ec-ba60-d8c4975e38aa_jpg.rf.98f8f56a64bc27a9e2e5a9a49be8f384.jpg, 1, 0, 0, 1, 0, 0
musa-acuminata-unripe-9099b91b-1d0a-11ec-a136-d8c4975e38aa-1-_jpg.rf.99638b39784b291ec7fc7c7c9f42f34f.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-mold-e698d051-1d0a-11ec-87b8-d8c4975e38aa_jpg.rf.98d013f6e65d5b3dfc2bd5c9998a636d.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-8d8daa97-394a-11ec-beb8-d8c4975e38aa_jpg.rf.98e2abb5d3ccb1976b6cc84a250574b5.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-overripe-9edd20ca-1d0a-11ec-ba36-d8c4975e38aa_jpg.rf.988efc3bb240e3e31112a538c251f5da.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-unripe-8ad40004-1d0a-11ec-9f7c-d8c4975e38aa-1-_jpg.rf.991ed3942f214e20d169836c5bca7717.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-unripe-5c28e0cf-2653-11ec-9516-d8c4975e38aa---Copy_jpg.rf.98ee03f7fd8a5f62172d14efd397cded.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-overripe-7d9ec447-2653-11ec-8dc2-d8c4975e38aa_jpg.rf.9935b9a5754b07fcc5803b2f68beec43.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-unripe-8a2f8b20-1d0a-11ec-95f2-d8c4975e38aa-1-_jpg.rf.98d5a04fa292f68bebc4e6279e20f21b.jpg, 0, 1, 0, 0, 0, 1
musa-acuminata-ripe-932dee60-1d0a-11ec-bccc-d8c4975e38aa_jpg.rf.996a662c34ac9fc919b38765c4c9ca6b.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-de35fef2-394a-11ec-93a1-d8c4975e38aa_jpg.rf.98c2a71536494a2de7e775aef0c5db97.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-cb29104c-4037-11ec-9387-94b86d66fd1d_jpg.rf.9999f0fdad704c0c1ba005a5d221c0c3.jpg, 1, 0, 0, 1, 0, 0
musa-acuminata-ripe-6d6e1d4a-2653-11ec-8342-d8c4975e38aa_jpg.rf.99654efab28ff6baab02f95f7a7b7eff.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-freshunripe-260ed218-2653-11ec-8cf7-d8c4975e38aa_jpg.rf.998fb3ffab4c264e523b191248658297.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-9af5002c-394a-11ec-a72c-d8c4975e38aa_jpg.rf.9894124a4b35dc03e316195581ccdde2.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-86bff654-2653-11ec-b3b0-d8c4975e38aa_jpg.rf.99ac12a610b7ecd9e590f03f8df68794.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-a24a3a7e-1d0a-11ec-b00a-d8c4975e38aa_jpg.rf.99becbae7766dd9545b1d3c369b51943.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-ripe-6f545651-2653-11ec-8d56-d8c4975e38aa_jpg.rf.99f3212e2019944b1a2aa798d04bbe43.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-freshunripe-6bf98eaf-1d0a-11ec-a932-d8c4975e38aa_jpg.rf.9a8a2bed53e0292d752bd51f4e341fbe.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-banana-c4327410-394a-11ec-b456-d8c4975e38aa_jpg.rf.9afe38eeb00e2ec5c17c08b14ff8bfc3.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-overripe-80802575-2653-11ec-b204-d8c4975e38aa_jpg.rf.9a53b805b4c8d64bed954078047beab6.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-rotten-ae840a3e-1d0a-11ec-acdc-d8c4975e38aa_jpg.rf.9ab5bf86b88ffeb99f1583277717c8f4.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-b4eaa7f3-394a-11ec-b7ed-d8c4975e38aa_jpg.rf.9afb94084e734239938a53e7380f996e.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-rotten-a2de017c-1d0a-11ec-80c1-d8c4975e38aa_jpg.rf.9a558ea1559e21789d1ac43dd0e497ab.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-mold-e6325383-1d0a-11ec-aee0-d8c4975e38aa_jpg.rf.9a06413e896caac45cc7a4d510562e85.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-ripe-93a2b80d-1d0a-11ec-8a19-d8c4975e38aa_jpg.rf.9aee0e6513102be8068ac9d52e9e3376.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-freshripe-46abef33-2653-11ec-b4be-d8c4975e38aa_jpg.rf.9b06f82e713fd87c4bfc44df5792a71c.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-overripe-7f335260-2653-11ec-9174-d8c4975e38aa_jpg.rf.9b121760ab9ba1c8851537eb9aa03e87.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-freshripe-7a3a4eec-1d0a-11ec-99d3-d8c4975e38aa_jpg.rf.99f8b1c079b7434b8804bc19a2cc360b.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-mold-e65d3a4b-1d0a-11ec-bd3e-d8c4975e38aa_jpg.rf.9aa006f48e117b68fc67fa42d1694868.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-ea866695-394a-11ec-bdd5-d8c4975e38aa_jpg.rf.9a19e236fa42585a6b30044cca4a8449.jpg, 1, 0, 0, 1, 0, 0
musa-acuminata-overripe-9d6229db-1d0a-11ec-90a7-d8c4975e38aa_jpg.rf.9ac1b4c2c9535213e145e837244055b6.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-8ed12464-394a-11ec-b549-d8c4975e38aa_jpg.rf.99f85a06f6a65290bfdec0315fb225bb.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-unripe-544fa6cb-2653-11ec-a152-d8c4975e38aa---Copy_jpg.rf.9a91cbdc616c9fe96fb3a01991daea08.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-banana-a470a7bb-394a-11ec-8308-d8c4975e38aa_jpg.rf.9a975f529d1d29754acc48a192d09e43.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-89824064-394a-11ec-aab4-d8c4975e38aa_jpg.rf.9a906c41d15790e7f87d58dd3fa74911.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-aecb6d18-394a-11ec-b938-d8c4975e38aa_jpg.rf.9a4bc32cfa634d61009b7aaffbd7506d.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-overripe-7bf08c47-2653-11ec-9385-d8c4975e38aa_jpg.rf.9af141ad2adf8127db8c4a719fb96984.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-rotten-ae8b30d5-1d0a-11ec-ac1b-d8c4975e38aa_jpg.rf.9af84d3c9afc804c063c3a5fc722aa84.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-unripe-8adfead6-1d0a-11ec-a0f5-d8c4975e38aa-1-_jpg.rf.9a00b13e6c690c28b47ed0af425b43e9.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-banana-a63d9c55-394a-11ec-9957-d8c4975e38aa_jpg.rf.9b35fbf6d7874c1abe6f4f0bf0335ed1.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-ripe-6d40d44c-2653-11ec-91bf-d8c4975e38aa_jpg.rf.99f15290e24156ccc9472889aa749f3c.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-unripe-5b0fa026-2653-11ec-8ee8-d8c4975e38aa---Copy_jpg.rf.9b40d92d917631d6d1d1ac276b1b8855.jpg, 0, 0, 0, 0, 1, 1
musa-acuminata-freshunripe-697a8ba2-1d0a-11ec-89f9-d8c4975e38aa_jpg.rf.9b470ec2cd486d5daef68985d5fd9f2c.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-ripe-94662904-1d0a-11ec-b5b3-d8c4975e38aa_jpg.rf.9b31493341d4e3d43512c7a2226ce7d2.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-unripe-9147b7b3-1d0a-11ec-9986-d8c4975e38aa-1-_jpg.rf.9b7a59c28f26d164a27eafadb5fb9a8c.jpg, 0, 1, 0, 0, 0, 1
musa-acuminata-overripe-7faf7a2e-2653-11ec-8b19-d8c4975e38aa_jpg.rf.9b5ca200d98c958d6490c2d18a2a8b90.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-freshunripe-65db5c53-1d0a-11ec-bb5d-d8c4975e38aa_jpg.rf.9b8a30881ee82fbfab7f09c57397b31d.jpg, 0, 1, 0, 0, 0, 0
musa-acuminata-ripe-967e6e12-1d0a-11ec-9330-d8c4975e38aa_jpg.rf.9bd84b523797bce8fe57c11ccae1bb8d.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-banana-f04b6083-394a-11ec-8174-d8c4975e38aa_jpg.rf.9bf446a4919cac735145ef996a2d8d26.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-9a014dd2-394a-11ec-9097-d8c4975e38aa_jpg.rf.9ba3782502c93ccace24a5f856ebf666.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshripe-4d45c7b4-2653-11ec-98c8-d8c4975e38aa_jpg.rf.9b562178f2817727e88da66beba4fecb.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-overripe-7f466594-2653-11ec-872a-d8c4975e38aa_jpg.rf.9bc1ddb49197d414f8b162364597e0e8.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-rotten-beacfa48-1d0a-11ec-a89a-d8c4975e38aa_jpg.rf.9c59c1e6d874c502b7075578c0190100.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-overripe-a148d2cb-1d0a-11ec-ad21-d8c4975e38aa_jpg.rf.9b8f03756a71b651f72b865b0bd6e7a4.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-rotten-82660a70-2653-11ec-abf4-d8c4975e38aa_jpg.rf.9c8d8c89c6f79ae1550a76edb6a964cd.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-mold-e691a8f1-1d0a-11ec-8d3f-d8c4975e38aa_jpg.rf.9c3aa570eee1aa43f645cc3594eaaea9.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-cf59c12c-4037-11ec-9a46-94b86d66fd1d_jpg.rf.9c31ce08598b85621a615a87c33a9f72.jpg, 0, 0, 0, 1, 0, 0
musa-acuminata-banana-8645c245-394a-11ec-b8bd-d8c4975e38aa_jpg.rf.9c19c0d929769423e5b381a6a3ba1117.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-8d09f83f-394a-11ec-af71-d8c4975e38aa_jpg.rf.9c8c6d216bc5e4819766e51c57ac4378.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-ad73d23d-394a-11ec-b32e-d8c4975e38aa_jpg.rf.9be655f4a682131796270269fd903456.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-rotten-b5f7f2dd-1d0a-11ec-a7d0-d8c4975e38aa_jpg.rf.9c9c3a94cbec099851ec1d9b9ce2669a.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-8d811622-394a-11ec-930b-d8c4975e38aa_jpg.rf.9c123d54b6aeb8fa792670beb61c1964.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-rotten-8a2d15ab-2653-11ec-b3c7-d8c4975e38aa_jpg.rf.9c8a5fc5e437df8f1c714334ad1ec7f2.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-overripe-74d28e6e-2653-11ec-891e-d8c4975e38aa_jpg.rf.9cbe7f9abc9f04d1026cea2b9c005d61.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-rotten-85c39435-2653-11ec-bc6e-d8c4975e38aa_jpg.rf.9bdc22649fedd7fc7b7d1c0638811a08.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-86c6150c-394a-11ec-9b13-d8c4975e38aa_jpg.rf.9cbbe284871b464554ff3a8ed1503873.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-unripe-81c202ed-1d0a-11ec-963f-d8c4975e38aa-1-_jpg.rf.9cc2866df39b8c3cab5f8058927272e9.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-banana-89de6c57-394a-11ec-ba54-d8c4975e38aa_jpg.rf.9bfb751c8951aef698e1317e5f9b2844.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-rotten-b0bdc348-1d0a-11ec-a245-d8c4975e38aa_jpg.rf.9cce064d362f23de2cbd76306b24fb65.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-banana-abf991e3-394a-11ec-80a6-d8c4975e38aa_jpg.rf.9cd1c291fb8c5d2c447973bdad36f4ca.jpg, 0, 0, 1, 1, 0, 0
musa-acuminata-mold-e64c8b37-1d0a-11ec-ad55-d8c4975e38aa_jpg.rf.9d131f691ce880d6f4736677c7dd23bb.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-banana-8ac95bb7-394a-11ec-8ef2-d8c4975e38aa_jpg.rf.9c44d95f4c83650dc5c002e893e08b44.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-9b59211a-394a-11ec-84e7-d8c4975e38aa_jpg.rf.9c007886ec42b2c8fb87396050c8b03a.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-overripe-80d5b2b5-2653-11ec-b35e-d8c4975e38aa_jpg.rf.9d274734ced72468ef9e38bb21b7ad37.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-freshripe-7f2e5bf8-1d0a-11ec-81cd-d8c4975e38aa_jpg.rf.9d25bf5b91bf67f16127c49a1b9d0d76.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-overripe-7bf7ac15-2653-11ec-aaec-d8c4975e38aa_jpg.rf.9d1e0d7bb1488a9beacc74a90a3a092a.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-ripe-72110efa-2653-11ec-b45f-d8c4975e38aa_jpg.rf.9d22303f9f1bdb759e645274cf15fead.jpg, 0, 0, 0, 1, 1, 0
musa-acuminata-unripe-8ad40003-1d0a-11ec-8d79-d8c4975e38aa-1-_jpg.rf.9d2f9dc3c7b07d6b0f48572d9b44f77f.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-banana-ad71d9d1-394a-11ec-b15a-d8c4975e38aa_jpg.rf.9ce8e04252404d2360c210d34e5d0015.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-mold-e4b4f97b-1d0a-11ec-be94-d8c4975e38aa_jpg.rf.9d6a2a404f2da5d89d56c3b560eed6e6.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-ripe-744f7680-2653-11ec-989e-d8c4975e38aa_jpg.rf.9ce353a2ea5f39e51bea130d1ed3735c.jpg, 0, 0, 0, 0, 1, 0
musa-acuminata-freshripe-4ba24c3d-2653-11ec-a32d-d8c4975e38aa_jpg.rf.9d82a8f35bd4b61cc6851ea22031cd2a.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-banana-aaf9d92b-394a-11ec-bacb-d8c4975e38aa_jpg.rf.9d2c809a3c5532f15120cba319843535.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-ac393d4d-394a-11ec-a177-d8c4975e38aa_jpg.rf.9d6ed4bf21265642ec8689e672aa17e8.jpg, 0, 0, 1, 1, 0, 0
musa-acuminata-unripe-8b7ad79f-1d0a-11ec-86e3-d8c4975e38aa-1-_jpg.rf.9d34409bbca347d5eac5954516988825.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-overripe-804df67b-2653-11ec-9f3f-d8c4975e38aa_jpg.rf.9cfcc70de45dc9e96513d97044bf2edb.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-overripe-a159809e-1d0a-11ec-a7d6-d8c4975e38aa_jpg.rf.9d9cb3e29cec8dd174f056b04a73ef94.jpg, 0, 0, 1, 0, 1, 0
musa-acuminata-banana-837b8d55-394a-11ec-bcf0-d8c4975e38aa_jpg.rf.9d7313f2f3ab37b040df44d5da00771a.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-freshripe-7a4c284f-1d0a-11ec-944b-d8c4975e38aa_jpg.rf.9dd053b18b4e143315b962b73dfc225a.jpg, 1, 0, 0, 0, 0, 0
musa-acuminata-overripe-9c9eb917-1d0a-11ec-b8bf-d8c4975e38aa_jpg.rf.9d88faf7a504b18d5cba389fa7b0c60c.jpg, 0, 0, 1, 0, 0, 0
musa-acuminata-unripe-89e3476e-1d0a-11ec-8eb5-d8c4975e38aa-1-_jpg.rf.9d359f2c71a26bf35a6968b994f56519.jpg, 0, 0, 0, 0, 0, 1
musa-acuminata-ripe-6be4d9cf-2653-11ec-b925-d8c4975e38aa_jpg.rf.9dfbc7be26d5cfbe1bc5716abc753fe3.jpg, 0, 0, 0, 1, 0, 0
